0.75,6
0.77006,6
0.79012,6
0.81019,6
0.83025,6
0.85031,6
0.87037,6
0.89043,6
0.91049,6
0.93056,6
0.95062,6
0.97068,6
0.99074,6
1.0108,6
1.0309,6
1.0509,6
1.071,6
1.091,6
1.1111,6
1.1312,6
1.1512,6
1.1713,6
1.1914,6
1.2114,6
1.2315,6
1.2515,6
1.2716,6
1.2917,6
1.3117,6
1.3318,6
1.3519,6
1.3719,6
1.392,6
1.412,6
1.4321,6
1.4522,6
1.4722,6
1.4923,6
1.5123,6
1.5324,6
1.5525,6
1.5725,6
1.5926,6
1.6127,6
1.6327,6
1.6528,6
1.6728,6
1.6929,6
1.713,6
1.733,6
1.7531,6
1.7731,6
1.7932,6
1.8133,6
1.8333,6
1.8534,6
1.8735,6
1.8935,6
1.9136,6
1.9336,6
1.9537,6
1.9738,6
1.9938,6
2.0139,6
2.034,6
2.054,6
2.0741,6
2.0941,6
2.1142,6
2.1343,6
2.1543,6
2.1744,6
2.1944,6
2.2145,6
2.2346,6
2.2546,6
2.2747,6
2.2948,6
2.3148,6
2.3349,6
2.3549,6
2.375,6
2.3951,6
2.4151,6
2.4352,6
2.4552,6
2.4753,6
2.4954,6
2.5154,6
2.5355,6
2.5556,6
2.5756,6
2.5957,6
2.6157,6
2.6358,6
2.6559,6
2.6759,6
2.696,6
2.716,6
2.7361,6
2.7562,6
2.7762,6
2.7963,6
2.8164,6
2.8364,6
2.8565,6
2.8765,6
2.8966,6
2.9167,6
2.9367,6
2.9568,6
2.9769,6
2.9969,6
3.017,6
3.037,6
3.0571,6
3.0772,6
3.0972,6
3.1173,6
3.1373,6
3.1574,6
3.1775,6
3.1975,6
3.2176,6
3.2377,6
3.2577,6
3.2778,6
3.2978,6
3.3179,6
3.338,6
3.358,6
3.3781,6
3.3981,6
3.4182,6
3.4383,6
3.4583,6
3.4784,6
3.4985,6
3.5185,6
3.5386,6
3.5586,6
3.5787,6
3.5988,6
3.6188,6
3.6389,6
3.659,6
3.679,6
3.6991,6
3.7191,6
3.7392,6
3.7593,6
3.7793,6
3.7994,6
3.8194,6
3.8395,6
3.8596,6
3.8796,6
3.8997,6
3.9198,6
3.9398,6
3.9599,6
3.9799,6
4,6
4,6
4,5.9797
4,5.9595
4,5.9392
4,5.9189
4,5.8986
4,5.8784
4,5.8581
4,5.8378
4,5.8176
4,5.7973
4,5.777
4,5.7568
4,5.7365
4,5.7162
4,5.6959
4,5.6757
4,5.6554
4,5.6351
4,5.6149
4,5.5946
4,5.5743
4,5.5541
4,5.5338
4,5.5135
4,5.4932
4,5.473
4,5.4527
4,5.4324
4,5.4122
4,5.3919
4,5.3716
4,5.3514
4,5.3311
4,5.3108
4,5.2905
4,5.2703
4,5.25
4,5.2297
4,5.2095
4,5.1892
4,5.1689
4,5.1486
4,5.1284
4,5.1081
4,5.0878
4,5.0676
4,5.0473
4,5.027
4,5.0068
4,4.9865
4,4.9662
4,4.9459
4,4.9257
4,4.9054
4,4.8851
4,4.8649
4,4.8446
4,4.8243
4,4.8041
4,4.7838
4,4.7635
4,4.7432
4,4.723
4,4.7027
4,4.6824
4,4.6622
4,4.6419
4,4.6216
4,4.6014
4,4.5811
4,4.5608
4,4.5405
4,4.5203
4,4.5
4,4.5
4.0202,4.5
4.0404,4.5
4.0606,4.5
4.0808,4.5
4.101,4.5
4.1212,4.5
4.1414,4.5
4.1616,4.5
4.1818,4.5
4.202,4.5
4.2222,4.5
4.2424,4.5
4.2626,4.5
4.2828,4.5
4.303,4.5
4.3232,4.5
4.3434,4.5
4.3636,4.5
4.3838,4.5
4.404,4.5
4.4242,4.5
4.4444,4.5
4.4646,4.5
